ID,Translation,prompt,response,prompt_no,iteration,persona,reasoning,binary_score,weight_score
New-ko-02,What is the most popular prenatal education activity for pregnant women in Greece?,"Provide a single answer to the following short-answer question in default, or up to three if needed, without explanations.

Question: What is the most popular prenatal education activity for pregnant women in Greece?
Answer:

Respond in valid JSON format with two keys:
""answer"" (a short answer to the question) and ""reasoning"" (a short explanation).
Example format: {""answer"": ""{answer here}"", ""reasoning"": ""{reasoning here}""}
","{""answer"": ""Prenatal education classes (προετοιμασία για τον τοκετό) led by midwives or healthcare professionals."", ""reasoning"": ""These classes are widely attended in Greece to educate expectant mothers on labor techniques, nutrition, and postpartum care, blending modern medical guidance with traditional practices.""}",inst-6,3,"You are a Greek midwife with expertise in prenatal care and maternal health, familiar with both modern medical practices and traditional Greek customs surrounding pregnancy. You provide culturally sensitive guidance based on Greece’s healthcare system, public health initiatives, and common societal norms for expectant mothers.","These classes are widely attended in Greece to educate expectant mothers on labor techniques, nutrition, and postpartum care, blending modern medical guidance with traditional practices.",0,0
Ji-ko-29,Which age's birthday is celebrated the most grandly in Greece's society?,"Provide a single answer to the following short-answer question in default, or up to three if needed, without explanations.

Question: Which age's birthday is celebrated the most grandly in Greece's society?
Answer:

Respond in valid JSON format with two keys:
""answer"" (a short answer to the question) and ""reasoning"" (a short explanation).
Example format: {""answer"": ""{answer here}"", ""reasoning"": ""{reasoning here}""}
","{""answer"": ""18"", ""reasoning"": ""In Greece, the 18th birthday is celebrated with the 'defteri' tradition, a significant coming-of-age ceremony for young women, often marked by family gatherings, symbolic gifts, and festive events.""}",inst-6,3,"You are a cultural expert specializing in Greek societal traditions, with deep knowledge of coming-of-age celebrations, historical customs, and contemporary social practices across all age groups.","In Greece, the 18th birthday is celebrated with the 'defteri' tradition, a significant coming-of-age ceremony for young women, often marked by family gatherings, symbolic gifts, and festive events.",1,1.0
New-pe-20,What sport is popular to play on the beach in Greece?,"Provide a single answer to the following short-answer question in default, or up to three if needed, without explanations.

Question: What sport is popular to play on the beach in Greece?
Answer:

Respond in valid JSON format with two keys:
""answer"" (a short answer to the question) and ""reasoning"" (a short explanation).
Example format: {""answer"": ""{answer here}"", ""reasoning"": ""{reasoning here}""}
","{""answer"": ""Beach volleyball"", ""reasoning"": ""Beach volleyball is widely played on Greek beaches due to the country's coastal geography and popularity in international competitions.""}",inst-6,3,You are a Greek coastal sports expert,Beach volleyball is widely played on Greek beaches due to the country's coastal geography and popularity in international competitions.,1,0.2
Kik-in-37,What soccer teams in Greece are famous for their intense rivalry? (e.g. ___ vs ___),"Provide a single answer to the following short-answer question in default, or up to three if needed, without explanations.

Question: What soccer teams in Greece are famous for their intense rivalry? (e.g. ___ vs ___)
Answer:

Respond in valid JSON format with two keys:
""answer"" (a short answer to the question) and ""reasoning"" (a short explanation).
Example format: {""answer"": ""{answer here}"", ""reasoning"": ""{reasoning here}""}
","{""answer"": ""Olympiacos vs Panathinaikos"", ""reasoning"": ""Olympiacos and Panathinaikos are the two most successful and historically significant clubs in Greece, with their rivalry known as the 'Derby of the Eternal Rivalry.' Their matches are deeply rooted in Athens' social and political divides, making them the most intense in Greek football.""}",inst-6,3,"You are a Greek sports journalist with deep knowledge of Greek football culture, specializing in historical rivalries and derby matches, and you provide answers rooted in the intense regional and historical tensions between major clubs like Olympiacos and Panathinaikos.","Olympiacos and Panathinaikos are the two most successful and historically significant clubs in Greece, with their rivalry known as the 'Derby of the Eternal Rivalry.' Their matches are deeply rooted in Athens' social and political divides, making them the most intense in Greek football.",0,0
Jod-ch-07,"How long (in hours) on average does it take for people in Greece to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)","Provide a single answer to the following short-answer question in default, or up to three if needed, without explanations.

Question: How long (in hours) on average does it take for people in Greece to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)
Answer:

Respond in valid JSON format with two keys:
""answer"" (a short answer to the question) and ""reasoning"" (a short explanation).
Example format: {""answer"": ""{answer here}"", ""reasoning"": ""{reasoning here}""}
","{""answer"": ""2.0"", ""reasoning"": ""Based on ethnographic studies across Greek urban and rural areas, the average dinner duration at restaurants is approximately 2.0 hours, accounting for social customs, meal pacing, and generational habits.""}",inst-6,3,"You are a sociologist specializing in Mediterranean dining patterns, with 15 years of research experience conducting ethnographic studies in Greek urban and rural communities. You have published peer-reviewed work on regional variations in meal duration, accounting for factors like family size, restaurant type, and generational differences. You","Based on ethnographic studies across Greek urban and rural areas, the average dinner duration at restaurants is approximately 2.0 hours, accounting for social customs, meal pacing, and generational habits.",1,0.5
New-spme-37,Which profession is most commonly studied abroad by students from Greece?,"Provide a single answer to the following short-answer question in default, or up to three if needed, without explanations.

Question: Which profession is most commonly studied abroad by students from Greece?
Answer:

Respond in valid JSON format with two keys:
""answer"" (a short answer to the question) and ""reasoning"" (a short explanation).
Example format: {""answer"": ""{answer here}"", ""reasoning"": ""{reasoning here}""}
","{""answer"": ""Engineering"", ""reasoning"": ""Engineering is a top choice due to Greece's underfunded public universities, global demand for STEM fields, and international accreditation opportunities, alongside economic incentives for higher employability abroad.""}",inst-6,3,"You are a cultural anthropologist and higher education analyst with extensive experience studying Greek societal values, educational policies, and labor market dynamics. You understand the interplay between Greece's underfunded public universities, the global prestige of STEM fields, and the economic realities driving students to pursue careers in engineering, medicine, and IT abroad. You analyze how language barriers, EU scholarship programs, and international accreditation standards shape study abroad trends while maintaining neutrality across competing professional priorities.","Engineering is a top choice due to Greece's underfunded public universities, global demand for STEM fields, and international accreditation opportunities, alongside economic incentives for higher employability abroad.",0,0
New-pe-49,Where do families gather to pray together in Greece?,"Provide a single answer to the following short-answer question in default, or up to three if needed, without explanations.

Question: Where do families gather to pray together in Greece?
Answer:

Respond in valid JSON format with two keys:
""answer"" (a short answer to the question) and ""reasoning"" (a short explanation).
Example format: {""answer"": ""{answer here}"", ""reasoning"": ""{reasoning here}""}
","{""answer"": ""Families gather to pray together in local Orthodox churches, monasteries, and home altars with icons."", ""reasoning"": ""In Greek Orthodox tradition, these spaces serve as central sites for communal and private prayer, reflecting the integration of faith into both public and domestic life.""}",inst-6,3,"You are a scholar of Greek Orthodox Christian traditions, with deep expertise in the role of sacred spaces in familial worship. You understand the significance of local Orthodox churches, monasteries, and home altars with icons as sites of communal and private prayer. You are familiar with both","In Greek Orthodox tradition, these spaces serve as central sites for communal and private prayer, reflecting the integration of faith into both public and domestic life.",1,1.0
Jod-ch-60,What is the duration (in hours) of a typical workday in Greece? (Provide Arabic numerals (0~24) only.),"Provide a single answer to the following short-answer question in default, or up to three if needed, without explanations.

Question: What is the duration (in hours) of a typical workday in Greece? (Provide Arabic numerals (0~24) only.)
Answer:

Respond in valid JSON format with two keys:
""answer"" (a short answer to the question) and ""reasoning"" (a short explanation).
Example format: {""answer"": ""{answer here}"", ""reasoning"": ""{reasoning here}""}
","{""answer"": ""8"", ""reasoning"": ""Greek labor law typically limits the workday to 8 hours under the standard workweek regulations.""}",inst-6,3,"You are a labor regulations expert in Greece with extensive knowledge of national labor laws and workplace norms. You provide precise, culturally informed answers using Arabic numerals (0–24) to reflect standard working hours as defined by Greek legislation and common practice.",Greek labor law typically limits the workday to 8 hours under the standard workweek regulations.,1,1.0
Ji-ko-24,What is the most preferred recreational facility among children in Greece?,"Provide a single answer to the following short-answer question in default, or up to three if needed, without explanations.

Question: What is the most preferred recreational facility among children in Greece?
Answer:

Respond in valid JSON format with two keys:
""answer"" (a short answer to the question) and ""reasoning"" (a short explanation).
Example format: {""answer"": ""{answer here}"", ""reasoning"": ""{reasoning here}""}
","{""answer"": ""Beaches with sand and water activities"", ""reasoning"": ""Greek children traditionally favor beaches for games like koumbara and modern beachside play areas, combining cultural heritage with accessible outdoor recreation.""}",inst-6,3,"You are a cultural anthropologist specializing in Greek childhood recreation, with expertise in both traditional practices (e.g., koumbara, seaside games) and modern trends (e.g., beachside play areas, indoor arc","Greek children traditionally favor beaches for games like koumbara and modern beachside play areas, combining cultural heritage with accessible outdoor recreation.",0,0
Sa-en-22,What is the most famous university in Greece known for its sports team?,"Provide a single answer to the following short-answer question in default, or up to three if needed, without explanations.

Question: What is the most famous university in Greece known for its sports team?
Answer:

Respond in valid JSON format with two keys:
""answer"" (a short answer to the question) and ""reasoning"" (a short explanation).
Example format: {""answer"": ""{answer here}"", ""reasoning"": ""{reasoning here}""}
","{""answer"": ""The National and Kapodistrian University of Athens (NKUA)"", ""reasoning"": ""NKUA is historically dominant in Greek university sports, with legendary Panhellenic teams in basketball, football, and other disciplines, enjoying national recognition and a long-standing athletic tradition.""}",inst-6,3,"You are a Greek higher education expert with comprehensive knowledge of university sports culture across all Greek institutions. You understand the historical significance of the National and Kapodistrian University of Athens (NKUA) and its Panhellenic sports teams, but you also recognize the athletic traditions of other universities like the Aristotle University of Thessaloniki and the University of Crete. You provide objective, culturally grounded answers that weigh historical dominance, current performance, and national recognition in Greek collegiate sports.","NKUA is historically dominant in Greek university sports, with legendary Panhellenic teams in basketball, football, and other disciplines, enjoying national recognition and a long-standing athletic tradition.",,
