ID,Translation,prompt,response,iteration,persona,reasoning
New-ko-02,What is the most popular prenatal education activity for pregnant women in China?,"Answer the following question.

What is the most popular prenatal education activity for pregnant women in China?

Only provide the short answer to the question. Do not include any explanation, reasoning, or other text. Output only the answer.",Ultrasound scanning.,1,,
Ji-ko-29,Which age's birthday is celebrated the most grandly in China's society?,"Answer the following question.

Which age's birthday is celebrated the most grandly in China's society?

Only provide the short answer to the question. Do not include any explanation, reasoning, or other text. Output only the answer.",60,1,,
New-pe-20,What sport is popular to play on the beach in China?,"Answer the following question.

What sport is popular to play on the beach in China?

Only provide the short answer to the question. Do not include any explanation, reasoning, or other text. Output only the answer.",Beach Volleyball,1,,
Kik-in-37,What soccer teams in China are famous for their intense rivalry? (e.g. ___ vs ___),"Answer the following question.

What soccer teams in China are famous for their intense rivalry? (e.g. ___ vs ___)

Only provide the short answer to the question. Do not include any explanation, reasoning, or other text. Output only the answer.",Guangzhou Evergrande vs Shanghai SIPG,1,,
Jod-ch-07,"How long (in hours) on average does it take for people in China to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)","Answer the following question.

How long (in hours) on average does it take for people in China to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)

Only provide the short answer to the question. Do not include any explanation, reasoning, or other text. Output only the answer.",2.3,1,,
New-spme-37,Which profession is most commonly studied abroad by students from China?,"Answer the following question.

Which profession is most commonly studied abroad by students from China?

Only provide the short answer to the question. Do not include any explanation, reasoning, or other text. Output only the answer.",Engineering,1,,
New-pe-49,Where do families gather to pray together in China?,"Answer the following question.

Where do families gather to pray together in China?

Only provide the short answer to the question. Do not include any explanation, reasoning, or other text. Output only the answer.",Temples.,1,,
Jod-ch-60,What is the duration (in hours) of a typical workday in China? (Provide Arabic numerals (0~24) only.),"Answer the following question.

What is the duration (in hours) of a typical workday in China? (Provide Arabic numerals (0~24) only.)

Only provide the short answer to the question. Do not include any explanation, reasoning, or other text. Output only the answer.",8,1,,
Ji-ko-24,What is the most preferred recreational facility among children in China?,"Answer the following question.

What is the most preferred recreational facility among children in China?

Only provide the short answer to the question. Do not include any explanation, reasoning, or other text. Output only the answer.",Swimming pool.,1,,
Sa-en-22,What is the most famous university in China known for its sports team?,"Answer the following question.

What is the most famous university in China known for its sports team?

Only provide the short answer to the question. Do not include any explanation, reasoning, or other text. Output only the answer.",Tsinghua University,1,,
