ID,Translation,prompt,response,iteration,persona,reasoning
New-ko-02,What is the most popular prenatal education activity for pregnant women in UK?,"Answer the following question.

What is the most popular prenatal education activity for pregnant women in UK?

Only provide the short answer to the question. Do not include any explanation, reasoning, or other text. Output only the answer.",Antenatal classes.,1,,
Ji-ko-29,Which age's birthday is celebrated the most grandly in UK's society?,"Answer the following question.

Which age's birthday is celebrated the most grandly in UK's society?

Only provide the short answer to the question. Do not include any explanation, reasoning, or other text. Output only the answer.",50,1,,
New-pe-20,What sport is popular to play on the beach in UK?,"Answer the following question.

What sport is popular to play on the beach in UK?

Only provide the short answer to the question. Do not include any explanation, reasoning, or other text. Output only the answer.",Beach volleyball,1,,
Kik-in-37,What soccer teams in UK are famous for their intense rivalry? (e.g. ___ vs ___),"Answer the following question.

What soccer teams in UK are famous for their intense rivalry? (e.g. ___ vs ___)

Only provide the short answer to the question. Do not include any explanation, reasoning, or other text. Output only the answer.","Liverpool vs Everton
Manchester United vs Manchester City
Arsenal vs Tottenham Hotspur
Leeds United vs Sheffield United",1,,
Jod-ch-07,"How long (in hours) on average does it take for people in UK to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)","Answer the following question.

How long (in hours) on average does it take for people in UK to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)

Only provide the short answer to the question. Do not include any explanation, reasoning, or other text. Output only the answer.",2.5,1,,
New-spme-37,Which profession is most commonly studied abroad by students from UK?,"Answer the following question.

Which profession is most commonly studied abroad by students from UK?

Only provide the short answer to the question. Do not include any explanation, reasoning, or other text. Output only the answer.",Business and Management,1,,
New-pe-49,Where do families gather to pray together in UK?,"Answer the following question.

Where do families gather to pray together in UK?

Only provide the short answer to the question. Do not include any explanation, reasoning, or other text. Output only the answer.",Mosques,1,,
Jod-ch-60,What is the duration (in hours) of a typical workday in UK? (Provide Arabic numerals (0~24) only.),"Answer the following question.

What is the duration (in hours) of a typical workday in UK? (Provide Arabic numerals (0~24) only.)

Only provide the short answer to the question. Do not include any explanation, reasoning, or other text. Output only the answer.",7,1,,
Ji-ko-24,What is the most preferred recreational facility among children in UK?,"Answer the following question.

What is the most preferred recreational facility among children in UK?

Only provide the short answer to the question. Do not include any explanation, reasoning, or other text. Output only the answer.",Park,1,,
Sa-en-22,What is the most famous university in UK known for its sports team?,"Answer the following question.

What is the most famous university in UK known for its sports team?

Only provide the short answer to the question. Do not include any explanation, reasoning, or other text. Output only the answer.",Oxford University,1,,
Al-en-19,What is a popular second language for high school students in UK?,"Answer the following question.

What is a popular second language for high school students in UK?

Only provide the short answer to the question. Do not include any explanation, reasoning, or other text. Output only the answer.",French,1,,
Ne-ar-09,What do people from UK eat in Eid ul Fitr?,"Answer the following question.

What do people from UK eat in Eid ul Fitr?

Only provide the short answer to the question. Do not include any explanation, reasoning, or other text. Output only the answer.","Baklava, samosas, and kebabs.",1,,
