model,country,iteration,question_id,correct,model_response,ground_truth
qwen3.5-35b,UK,1,Al-en-01,0,crisps,fruit; apple; breadsticks; banana; cheese; toast
qwen3.5-35b,UK,1,Al-en-04,1,banana,apple; apples; banana
qwen3.5-35b,UK,1,Al-en-19,1,french,french; spanish; german
qwen3.5-35b,UK,1,Al-en-36,0,toffee apples,pumpkin; pumpkins; sweets; chocolate
qwen3.5-35b,UK,1,Al-en-39,1,birthday cake,cake; birthday cake
qwen3.5-35b,UK,1,An-ar-03,1,5,5; 6
qwen3.5-35b,UK,1,Ca-sp-06,1,breakfast,breakfast; dinner; evening meal; supper; lunch
qwen3.5-35b,UK,1,Ca-sp-11,1,sunday,sunday; saturday; friday
qwen3.5-35b,UK,1,Ca-sp-41,1,nursing homes and care homes,care homes; retirement homes; sheltered accomodation; with relatives; with family
qwen3.5-35b,UK,1,Gu-ch-08,1,football,soccer; football; rugby; egg and spoon; netball; cricket
qwen3.5-35b,UK,1,Gu-ch-38,1,3,3
qwen3.5-35b,UK,1,Ji-ko-24,1,playgrounds,park; soft play; playground; indoor play gym
qwen3.5-35b,UK,1,Ji-ko-25,1,"mother's day, father's day",christmas; easter; new year; caravan holidays; mother's day; father's day
qwen3.5-35b,UK,1,Ji-ko-26,1,"leaving home, financial independence, and reaching the age of 18.",driving test at 17; passing driving test; driving; going to university; leaving school for university; leaving home; school; job; becoming an adult
qwen3.5-35b,UK,1,Ji-ko-28,0,the next day,first birthday; birthday; christening; Baptism
qwen3.5-35b,UK,1,Ji-ko-29,1,18,1; 18; 21
qwen3.5-35b,UK,1,Ji-ko-33,1,they usually go home.,canteen; back to school; home; form time
qwen3.5-35b,UK,1,Ji-ko-34,0,"they walk, cycle, take buses, or are driven by parents.",walk; car; bus
qwen3.5-35b,UK,1,Ji-ko-35,1,independent schools,"boarding school; private school, public school, independent school; boarding schools"
qwen3.5-35b,UK,1,Ji-ko-36,0,religious education,"english; maths; math, mathematics; science"
qwen3.5-35b,UK,1,Ji-ko-37,1,school uniforms,uniform; blazer; tie; jacket; trousers; skirt; shirt; black trousers
qwen3.5-35b,UK,1,Ji-ko-40,1,"socialise in common areas, eat snacks, or use mobile phones.","eat lunch; work part-time; go outside; talk with friends from different classes.; talk, chat, socialise"
qwen3.5-35b,UK,1,Ji-ko-42,0,"there are no required subjects for the uk's university entrance exam because there is no single, standardized university entrance exam in the uk.",english; maths; mathematics; math; critical thinking; science
qwen3.5-35b,UK,1,Ji-ko-45,1,live music,alcohol; drinking; pub crawl; music; find a hook up; sexual encounter; drugs; beer
qwen3.5-35b,UK,1,Jo-sp-13,1,swimming,swimming; rowing; sailing
qwen3.5-35b,UK,1,Jo-sp-19,0,the fens,yorkshire; oxfordshire; wales; west country; sussex; gloucestershire; scotland; south west
