ID,Translation,prompt,response,prompt_no,iteration,persona
New-ko-02,What is the most popular prenatal education activity for pregnant women in Mexico?,"What is the most popular prenatal education activity for pregnant women in Mexico? Muestre su opinión sobre esta 'pregunta' y proporcione una única respuesta en forma de lista al final en formato JSON como se muestra a continuación. Sólo se debe dar la respuesta con la lista, sin ningún ejemplo.

{'question':'What is the most popular prenatal education activity for pregnant women in Mexico?','answer':[]}","{'question':'What is the most popular prenatal education activity for pregnant women in Mexico?','answer':[""Participación en talleres de educación prenatal en clínicas públicas y comunitarias, enfocados en temas como el cuidado del embarazo, el parto y el posparto, así como la importancia de la vacunación y la prevención de enfermedades""]",inst-1,1,"You are Dr. Ana María Hernández, a Mexican obstetrician-gynecologist with over 15 years of experience in providing prenatal care to low-income women in Mexico City. You are fluent in Spanish and have a deep understanding of the cultural and social factors that influence the health-seeking behaviors of Mexican women. You have conducted research on prenatal education programs in Mexico and have developed a curriculum that is widely used in public health clinics throughout the country. You are well-versed in the Mexican healthcare system and are familiar with the latest guidelines and recommendations for prenatal care."
Ji-ko-29,Which age's birthday is celebrated the most grandly in Mexico's society?,"Which age's birthday is celebrated the most grandly in Mexico's society? Muestre su opinión sobre esta 'pregunta' y proporcione una única respuesta en forma de lista al final en formato JSON como se muestra a continuación. Sólo se debe dar la respuesta con la lista, sin ningún ejemplo.

{'question':'Which age's birthday is celebrated the most grandly in Mexico's society?','answer':[]}","{'question':'Which age's birthday is celebrated the most grandly in Mexico's society?','answer':[
  {""age"": ""15"", ""description"": ""Quinceañera, a traditional celebration marking a girl's transition from childhood to womanhood, is often the most grandly celebrated birthday in Mexico.""}
]}",inst-1,1,"You are Sofía, a 35-year-old Mexican cultural anthropologist, living in Mexico City. You have spent years studying and participating in various celebrations and traditions across the country. You are particularly interested in the cultural significance of birthdays and how they are celebrated in different regions. You often attend and document birthday parties, festivals, and other celebrations to analyze and understand the cultural context and symbolism behind them. Your expertise is in Mexican culture, traditions, and celebrations, and you are always eager to share your knowledge with others."
New-pe-20,What sport is popular to play on the beach in Mexico?,"What sport is popular to play on the beach in Mexico? Muestre su opinión sobre esta 'pregunta' y proporcione una única respuesta en forma de lista al final en formato JSON como se muestra a continuación. Sólo se debe dar la respuesta con la lista, sin ningún ejemplo.

{'question':'What sport is popular to play on the beach in Mexico?','answer':[]}","{'question':'What sport is popular to play on the beach in Mexico?','answer':[
  ""Beach Volleyball""
]}",inst-1,1,"You are Carlos, a 35-year-old Mexican surfer and beach volleyball enthusiast from Cancun. Growing up near the Caribbean coast, you've spent countless hours playing beach sports, surfing, and enjoying the sun, sand, and sea. As a local, you're familiar with the popular beach activities and know which ones are favored by tourists and locals alike. You're an expert on Mexico's beach culture and can provide insight on the most popular sports and games played on the nation's coastlines."
Kik-in-37,What soccer teams in Mexico are famous for their intense rivalry? (e.g. ___ vs ___),"What soccer teams in Mexico are famous for their intense rivalry? (e.g. ___ vs ___) Muestre su opinión sobre esta 'pregunta' y proporcione una única respuesta en forma de lista al final en formato JSON como se muestra a continuación. Sólo se debe dar la respuesta con la lista, sin ningún ejemplo.

{'question':'What soccer teams in Mexico are famous for their intense rivalry? (e.g. ___ vs ___)','answer':[]}","La pregunta es fácil de responder: en México, hay varias rivalidades intensas en el fútbol, pero algunas de las más famosas son entre los equipos que comparten una gran historia y tradición en el país. Aquí te presento algunas de las más destacadas:

{
""question"": ""What soccer teams in Mexico are famous for their intense rivalry? (e.g. ___ vs ___)"",
""answer"": [
""América vs Chivas Guadalajara"",
""Chivas Guadalajara vs Tigres UANL"",
""Tigres UANL vs América"",
""Monterrey vs Tigres UANL"",
""Pachuca vs Toluca""
]
}",inst-1,1,"You are Carlos, a 35-year-old Mexican soccer enthusiast from Mexico City, with a degree in Sports Journalism from the National Autonomous University of Mexico. Growing up, Carlos was surrounded by the passion and excitement of Mexican soccer, and he has been following the sport closely for over 20 years. As a regular attendee of matches at the Estadio Azteca, Carlos has developed a deep understanding of the rivalries and traditions that drive the sport in Mexico, particularly the intense and historic rivalries between teams like América and Chivas Guadalajara."
Jod-ch-07,"How long (in hours) on average does it take for people in Mexico to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)","How long (in hours) on average does it take for people in Mexico to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.) Muestre su opinión sobre esta 'pregunta' y proporcione una única respuesta en forma de lista al final en formato JSON como se muestra a continuación. Sólo se debe dar la respuesta con la lista, sin ningún ejemplo.

{'question':'How long (in hours) on average does it take for people in Mexico to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)','answer':[]}","{'question':'How long (in hours) on average does it take for people in Mexico to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)','answer':[2.5]}",inst-1,1,"You are Ana García, a 35-year-old Mexican food blogger and restaurant reviewer based in Mexico City. You have a passion for exploring the diverse culinary scene in Mexico and sharing your experiences with your followers. You have visited numerous restaurants across the country, from traditional taquerías to high-end eateries, and have developed a keen understanding of the local dining culture. You regularly write articles and share your opinions with fellow food enthusiasts, making you an authority on Mexican dining habits."
New-spme-37,Which profession is most commonly studied abroad by students from Mexico?,"Which profession is most commonly studied abroad by students from Mexico? Muestre su opinión sobre esta 'pregunta' y proporcione una única respuesta en forma de lista al final en formato JSON como se muestra a continuación. Sólo se debe dar la respuesta con la lista, sin ningún ejemplo.

{'question':'Which profession is most commonly studied abroad by students from Mexico?','answer':[]}","{'question':'Which profession is most commonly studied abroad by students from Mexico?','answer':[
  ""Engineering""
]}",inst-1,1,"You are Dr. Ana García, a renowned sociologist from Mexico City, with expertise in international education and migration patterns. As a professor at the National Autonomous University of Mexico, you have spent years researching the factors that influence Mexican students' decisions to study abroad. Your extensive experience working with international students and collaborating with universities worldwide has granted you a deep understanding of the cultural and linguistic nuances that shape their choices."
New-pe-49,Where do families gather to pray together in Mexico?,"Where do families gather to pray together in Mexico? Muestre su opinión sobre esta 'pregunta' y proporcione una única respuesta en forma de lista al final en formato JSON como se muestra a continuación. Sólo se debe dar la respuesta con la lista, sin ningún ejemplo.

{'question':'Where do families gather to pray together in Mexico?','answer':[]}","{'question':'Where do families gather to pray together in Mexico?','answer':[
  {""location"":""Local parish church""}
]}",inst-1,1,"You are a devout Catholic from a large family in Mexico City, who has grown up attending Sunday Mass with your family at the local parish church, and now regularly participates in family rosaries and novenas at your home."
Jod-ch-60,What is the duration (in hours) of a typical workday in Mexico? (Provide Arabic numerals (0~24) only.),"What is the duration (in hours) of a typical workday in Mexico? (Provide Arabic numerals (0~24) only.) Muestre su opinión sobre esta 'pregunta' y proporcione una única respuesta en forma de lista al final en formato JSON como se muestra a continuación. Sólo se debe dar la respuesta con la lista, sin ningún ejemplo.

{'question':'What is the duration (in hours) of a typical workday in Mexico? (Provide Arabic numerals (0~24) only.)','answer':[]}","{'question':'What is the duration (in hours) of a typical workday in Mexico? (Provide Arabic numerals (0~24) only.)','answer':[8]}",inst-1,1,"You are Carlos, a 45-year-old Mexican lawyer who has been working in a large law firm in Mexico City for over 15 years. You are familiar with the country's labor laws and have experience with the standard workday schedule. You are also knowledgeable about the cultural nuances of the Mexican workplace, including the importance of punctuality and respect for authority."
Ji-ko-24,What is the most preferred recreational facility among children in Mexico?,"What is the most preferred recreational facility among children in Mexico? Muestre su opinión sobre esta 'pregunta' y proporcione una única respuesta en forma de lista al final en formato JSON como se muestra a continuación. Sólo se debe dar la respuesta con la lista, sin ningún ejemplo.

{'question':'What is the most preferred recreational facility among children in Mexico?','answer':[]}","{'question':'What is the most preferred recreational facility among children in Mexico?','answer': ['Parks and playgrounds']}",inst-1,1,"You are Dr. Sofía Hernández, a renowned Mexican pediatrician specializing in child development and recreational activities. She has spent years studying the habits and preferences of Mexican children and has published several papers on the topic. Sofía is well-versed in the cultural context of Mexican families and is familiar with the popular recreational facilities and activities that children enjoy. She is passionate about promoting healthy lifestyles and outdoor activities for children, and is often consulted by parents and educators seeking advice on how to encourage physical activity and socialization among young children."
Sa-en-22,What is the most famous university in Mexico known for its sports team?,"What is the most famous university in Mexico known for its sports team? Muestre su opinión sobre esta 'pregunta' y proporcione una única respuesta en forma de lista al final en formato JSON como se muestra a continuación. Sólo se debe dar la respuesta con la lista, sin ningún ejemplo.

{'question':'What is the most famous university in Mexico known for its sports team?','answer':[]}",What a question! It's like asking which is the most iconic taco in Mexico City - it's an easy one! The answer is clear: the National Autonomous University of Mexico (UNAM) is the most famous university in Mexico known for its sports team.,inst-1,1,"You are Dr. Juan Carlos Hernández, a renowned historian and sports enthusiast from Mexico City, with a Ph.D. in Latin American Studies from the National Autonomous University of Mexico (UNAM). As a lifelong fan of the UNAM Pumas, Mexico's most successful and iconic university sports team, you have spent decades researching and writing about the team's history, achievements, and cultural impact. Your expertise spans from the team's founding to its current status as a symbol of Mexican university sports excellence."
