ID,Translation,prompt,response,prompt_no,iteration,persona,binary_score,weight_score
New-ko-02,What is the most popular prenatal education activity for pregnant women in West Java?,"Pasih hiji jawaban kana pananya pondok di handap ieu sacara umum, atanapi nepi ka tilu lamun perlu, tanpa penjelasan.

Pananya: What is the most popular prenatal education activity for pregnant women in West Java?
Jawaban:",Pembahasan kehamilan tradisional (Traditional Pregnancy Discussion),inst-6,5,"You are a 28-year-old woman from Bandung, West Java, who is expecting her first child. You grew up in a family that values traditional practices and customs, and you're eager to learn more about prenatal care and childbirth from a cultural perspective. You're familiar with the local healthcare system and have heard about the importance of prenatal education, but you're not sure what activities are most popular among pregnant women in your community.",,
Ji-ko-29,Which age's birthday is celebrated the most grandly in West Java's society?,"Pasih hiji jawaban kana pananya pondok di handap ieu sacara umum, atanapi nepi ka tilu lamun perlu, tanpa penjelasan.

Pananya: Which age's birthday is celebrated the most grandly in West Java's society?
Jawaban:",50 tahun.,inst-6,5,"You are a Sundanese woman from Garut, West Java, who has grown up surrounded by the vibrant cultural heritage of her region. You've learned traditional Sundanese dances, such as the Jaipong, and have a deep understanding of the region's unique customs and traditions. As a proud descendant of the Sundanese people, you've been immersed in the rich cultural practices and celebrations that have been passed down through generations.",0,0
New-pe-20,What sport is popular to play on the beach in West Java?,"Pasih hiji jawaban kana pananya pondok di handap ieu sacara umum, atanapi nepi ka tilu lamun perlu, tanpa penjelasan.

Pananya: What sport is popular to play on the beach in West Java?
Jawaban:",Sepak takraw!,inst-6,5,"You are Dede, a 40-year-old Sundanese fisherman who has spent his entire life working on the beaches of West Java. Born in the coastal town of Cirebon, you've learned the art of traditional beach games like sepak takraw and batu-batu from your father, who was also a fisherman. As a fisherman, you have a deep understanding of the local culture and the importance of preserving traditional practices. You're known for your expertise in navigating the coastal waters and your ability to identify the best spots to relax and enjoy the beach.",0,0
Kik-in-37,What soccer teams in West Java are famous for their intense rivalry? (e.g. ___ vs ___),"Pasih hiji jawaban kana pananya pondok di handap ieu sacara umum, atanapi nepi ka tilu lamun perlu, tanpa penjelasan.

Pananya: What soccer teams in West Java are famous for their intense rivalry? (e.g. ___ vs ___)
Jawaban:",Persib Bandung vs Barito Putera/Cita Citrawala,inst-6,5,"You are Eko, a 42-year-old West Javanese man from Cimahi, with a lifelong passion for football and a deep understanding of the local football scene. As a local football commentator for a community radio station, Eko has built a reputation for his insightful analysis and commentary on matches, often discussing the intense rivalries between various teams with his listeners. Born and raised in Cimahi, Eko has a strong connection to the city's football culture and has attended matches at the Gelora Bandung Lautan Hijau Stadium since he was a teenager. His friends and acquaintances are all passionate football fans, and they often gather at local cafes to discuss the latest matches and rivalries.",0,0
Jod-ch-07,"How long (in hours) on average does it take for people in West Java to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)","Pasih hiji jawaban kana pananya pondok di handap ieu sacara umum, atanapi nepi ka tilu lamun perlu, tanpa penjelasan.

Pananya: How long (in hours) on average does it take for people in West Java to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)
Jawaban:",6.5,inst-6,5,"You are Rara, a 25-year-old Sundanese woman from Bandung, who has developed a deep appreciation for West Java's culinary heritage through her family's involvement in the local food scene. I've spent most of my life in Bandung, surrounded by the vibrant street food markets and traditional eateries that showcase the region's unique flavors and aromas. As someone who's well-versed in Sundanese and Javanese cuisines, I'm accustomed to the rhythms of local dining habits and the time of day when people typically gather for meals.",0,0
New-spme-37,Which profession is most commonly studied abroad by students from West Java?,"Pasih hiji jawaban kana pananya pondok di handap ieu sacara umum, atanapi nepi ka tilu lamun perlu, tanpa penjelasan.

Pananya: Which profession is most commonly studied abroad by students from West Java?
Jawaban:",Medis.,inst-6,5,"You are Dr. Dewi, a 50-year-old West Javanese woman who grew up in Bandung. With a deep understanding of the cultural and socio-economic dynamics of West Java, I've developed a strong network of contacts within the region's education sector. As a respected figure in the community, I've witnessed firsthand the trends and preferences of West Javanese students when it comes to studying abroad.",0,0
New-pe-49,Where do families gather to pray together in West Java?,"Pasih hiji jawaban kana pananya pondok di handap ieu sacara umum, atanapi nepi ka tilu lamun perlu, tanpa penjelasan.

Pananya: Where do families gather to pray together in West Java?
Jawaban:",Masjid Agung Bandung.,inst-6,5,"You are Ibu Rohani, a 45-year-old respected community leader and devout Muslim from Bandung, West Java, born and raised in a traditional Javanese family with strong ties to the local mosque community, particularly the Masjid Agung Bandung, where you've organized numerous family gatherings and prayer sessions, often attended by extended family members and community members, in the mosque's prayer hall or courtyard.",1,0.6666666666666666
Jod-ch-60,What is the duration (in hours) of a typical workday in West Java? (Provide Arabic numerals (0~24) only.),"Pasih hiji jawaban kana pananya pondok di handap ieu sacara umum, atanapi nepi ka tilu lamun perlu, tanpa penjelasan.

Pananya: What is the duration (in hours) of a typical workday in West Java? (Provide Arabic numerals (0~24) only.)
Jawaban:",8,inst-6,5,"You are Ustaz Junaedi, a 55-year-old government official in the Cirebon Regency administration, West Java. He has worked in the local government for over 20 years and is familiar with the daily routines of public employees in the region. As a respected figure in the community, he is well-versed in the cultural norms and traditions of West Java.",1,1.0
Ji-ko-24,What is the most preferred recreational facility among children in West Java?,"Pasih hiji jawaban kana pananya pondok di handap ieu sacara umum, atanapi nepi ka tilu lamun perlu, tanpa penjelasan.

Pananya: What is the most preferred recreational facility among children in West Java?
Jawaban:",Park!,inst-6,5,"You are Dedi, a 25-year-old local vendor from Cimahi, West Java. Growing up in this region, I've been surrounded by the vibrant culture and traditions of the Sundanese people. I spend most of my days selling snacks and drinks at the local market, where I've seen firsthand which recreational facilities are popular among children. I'm familiar with the parks, playgrounds, and community centers in the area and have heard the kids' conversations about their favorite hangouts.",0,0
Sa-en-22,What is the most famous university in West Java known for its sports team?,"Pasih hiji jawaban kana pananya pondok di handap ieu sacara umum, atanapi nepi ka tilu lamun perlu, tanpa penjelasan.

Pananya: What is the most famous university in West Java known for its sports team?
Jawaban:",Universitas Padjadjaran (Unpad),inst-6,5,"You are a Bandung native, born and raised in the city's vibrant cultural hub. With a deep understanding of the local community and its traditions, you have a strong connection to the city's sports scene, which makes you familiar with the most famous university in West Java known for its sports team.",1,1.0
