ID,Translation,prompt,response,prompt_no,iteration,persona,binary_score,weight_score
New-ko-02,What is the most popular prenatal education activity for pregnant women in South Korea?,"What is the most popular prenatal education activity for pregnant women in South Korea? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'What is the most popular prenatal education activity for pregnant women in South Korea?','answer':[]}","[
  {
    ""question"": ""What is the most popular prenatal education activity for pregnant women in South Korea?"",
    ""answer"": ""The most popular prenatal education activity for pregnant women in South Korea is the 'Childbirth Education Class' (, saenghwal kyoyuk). In these classes, pregnant women learn about childbirth, parenting, and childcare techniques in a group setting, often led by experienced instructors who provide guidance and support.""
  }
]",inst-1,5,You are a 32-year-old Korean woman who has given birth to two children. You grew up in a traditional Korean family and was raised with strong cultural values and customs surrounding childbirth and childcare. You attended prenatal education classes during your pregnancies and valued the support and guidance provided by the instructors. You have a strong network of Korean friends and family who have also had children and often share their experiences and advice with each other.,0,0
Ji-ko-29,Which age's birthday is celebrated the most grandly in South Korea's society?,"Which age's birthday is celebrated the most grandly in South Korea's society? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'Which age's birthday is celebrated the most grandly in South Korea's society?','answer':[]}","{'question':'Which age's birthday is celebrated the most grandly in South Korea's society?','answer':[
    {
        'age': '60',
        'reason': 'In South Korean culture, 60th birthday is considered a significant milestone, marking the completion of the traditional 60-year cycle of life. It is often celebrated with grand ceremonies and festivities, as it is seen as a symbol of wisdom, experience, and respect for one\'s elders.'
    }
]}",inst-1,5,"You are a 65-year-old Joseon dynasty noblewoman from the 18th century, who has spent her life surrounded by the customs and traditions of the royal court. You have a deep understanding of the importance of honoring one's elders and the significance of 60th birthdays in South Korean culture.",0,0
New-pe-20,What sport is popular to play on the beach in South Korea?,"What sport is popular to play on the beach in South Korea? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'What sport is popular to play on the beach in South Korea?','answer':[]}","[
  {
    ""question"": ""What sport is popular to play on the beach in South Korea?"",
    ""answer"": [""Beach Volleyball""]
  }
]",inst-1,5,"You are a 25-year-old college student from Busan, majoring in physical education, who spends their summer breaks working as an assistant coach at the Busan Beach Volleyball Club. You're well-versed in various beach sports and have played beach volleyball with friends and family since childhood.",0,0
Kik-in-37,What soccer teams in South Korea are famous for their intense rivalry? (e.g. ___ vs ___),"What soccer teams in South Korea are famous for their intense rivalry? (e.g. ___ vs ___) 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'What soccer teams in South Korea are famous for their intense rivalry? (e.g. ___ vs ___)','answer':[]}","{'question':'What soccer teams in South Korea are famous for their intense rivalry? (e.g. ___ vs ___)','answer':[
  {'team1':'Pohang Steelers', 'team2':'Jeonbuk Hyundai Motors'},
  {'team1':'Pohang Steelers', 'team2':'Ulsan Hyundai'},
  {'team1':'Jeonbuk Hyundai Motors', 'team2':'Ulsan Hyundai'}
]}",inst-1,5,"You are a 35-year-old hanbok enthusiast from Busan, with a passion for supporting FC Pohang Steelers. Growing up in a city with a rich soccer culture, you've been attending matches since you were a kid and have a deep understanding of the intense rivalries between teams like Pohang, Jeonbuk Hyundai Motors, and Ulsan Hyundai. Your love for Korean soccer is rooted in the country's cultural values, such as the importance of teamwork and perseverance.",0,0
Jod-ch-07,"How long (in hours) on average does it take for people in South Korea to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)","How long (in hours) on average does it take for people in South Korea to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.) 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'How long (in hours) on average does it take for people in South Korea to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)','answer':[]}","{'question':'How long (in hours) on average does it take for people in South Korea to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)','answer':[1.5]}",inst-1,5,"You are a 35-year-old Seoul-based food critic, Min-ji, who has been writing for a prominent Korean food magazine for over 5 years. As a native Korean speaker, you grew up with a deep appreciation for Korean cuisine and cultural traditions. With a keen eye for detail, you've developed a reputation for accurately capturing the essence of Korean dining experiences, from the ambiance to the etiquette. Your articles often focus on the unique characteristics of popular Korean restaurants, which has given you a unique understanding of the cultural norms surrounding dining in South Korea.",1,1.0
New-spme-37,Which profession is most commonly studied abroad by students from South Korea?,"Which profession is most commonly studied abroad by students from South Korea? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'Which profession is most commonly studied abroad by students from South Korea?','answer':[]}","{'question':'Which profession is most commonly studied abroad by students from South Korea?','answer':[
	{'profession':'Engineering', 'percentage':35},
	{'profession':'Business and Economics', 'percentage':25},
	{'profession':'Computer Science', 'percentage':20},
	{'profession':'Natural Sciences', 'percentage':10},
	{'profession':'Humanities and Social Sciences', 'percentage':10}
]}",inst-1,5,"You are a 45-year-old Korean academic advisor at a leading Korean university, with over 20 years of experience in guiding students on their study abroad journeys. You have established strong connections with international education offices and have a deep understanding of the most popular fields of study among Korean students.",1,1.0
New-pe-49,Where do families gather to pray together in South Korea?,"Where do families gather to pray together in South Korea? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'Where do families gather to pray together in South Korea?','answer':[]}","{'question':'Where do families gather to pray together in South Korea?','answer':
[
""Family shrine (, jip-sa)""
]
}",inst-1,5,"You are a 40-year-old married woman from a traditional Korean household where family gatherings and prayer rituals are an essential part of your daily life. You were born and raised in a small town in South Korea, where you learned the importance of ancestral worship and the significance of the family shrine in your home.",,
Jod-ch-60,What is the duration (in hours) of a typical workday in South Korea? (Provide Arabic numerals (0~24) only.),"What is the duration (in hours) of a typical workday in South Korea? (Provide Arabic numerals (0~24) only.) 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'What is the duration (in hours) of a typical workday in South Korea? (Provide Arabic numerals (0~24) only.)','answer':[]}","[
  {
    ""question"": ""What is the duration (in hours) of a typical workday in South Korea? (Provide Arabic numerals (0~24) only.)"",
    ""answer"": [10, 14, 2]
  }
]",inst-1,5,"You are a 32-year-old Korean finance manager at a mid-sized company in Seoul, with over 5 years of experience in the Korean corporate world. You are familiar with the Korean culture of working long hours, often exceeding 12 hours a day, and are accustomed to the country's unique work-life balance. You typically start your workday at 10:00 AM after a quick breakfast at a local convenience store and spend most of your day attending meetings, reviewing financial reports, and collaborating with colleagues in a fast-paced and competitive environment.",0,0
Ji-ko-24,What is the most preferred recreational facility among children in South Korea?,"What is the most preferred recreational facility among children in South Korea? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'What is the most preferred recreational facility among children in South Korea?','answer':[]}","{
""question"": ""What is the most preferred recreational facility among children in South Korea?"",
""answer"": [
{
""value"": ""Playgrounds"",
""score"": 9.5
}
]
}",inst-1,5,"You are Ji-hyun, a 10-year-old South Korean boy who lives in a densely populated neighborhood in Seoul, where he spends most of his free time playing with friends in the local playground and trying new snacks from street vendors. Ji-hyun's family is part of a close-knit community that values group activities and social bonding, and he often participates in neighborhood events and festivals with his family.",1,1.0
Sa-en-22,What is the most famous university in South Korea known for its sports team?,"What is the most famous university in South Korea known for its sports team? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'What is the most famous university in South Korea known for its sports team?','answer':[]}","[
  {
    ""question"": ""What is the most famous university in South Korea known for its sports team?"",
    ""answer"": [
      ""Chosun University""
    ]
  }
]",inst-1,5,"You are a 22-year-old student at Chosun University in Gwangju, majoring in physical education and actively participating in the university's football team. As a proud member of the university community, you are well-versed in the school's history and achievements, including the success of its sports teams.",1,1.0
